
     
       1	   1	 224	   2	  34	 125	 113	 171	  81	 190	 159	 183	 121	 149	 105
       1	   1	 228	   2	  41	 118	 119	 174	  86	 187	 162	 182	 121	 146	 102
       1	   1	 230	   2	  49	 105	 125	 181	  90	 160	 163	 168	 130	 133	 109
       1	   1	 228	   2	  37	 122	 116	 171	  83	 189	 158	 181	 119	 148	 105
       1	   1	 220	   2	  23	 139	 103	 161	  73	 198	 149	 185	 119	 155	 112
       1	   1	 206	   4	  10	 159	  90	 146	  63	 203	 140	 191	 121	 160	 115
       1	   1	 208	   4	  15	 152	  94	 155	  67	 201	 148	 187	 122	 159	 113
       1	   1	 212	   3	  17	 147	  96	 158	  68	 200	 149	 186	 123	 158	 116
       1	   1	 219	   2	  26	 137	 106	 166	  77	 198	 154	 185	 119	 153	 107
       1	   1	 216	   3	  28	 136	 103	 165	  75	 194	 151	 183	 124	 157	 122
       1	   1	 212	   3	  16	 150	  95	 154	  67	 201	 146	 190	 124	 158	 117
       1	   1	 194	   7	   7	 172	  86	 134	  60	 203	 139	 200	 123	 166	 119
       1	   1	 206	   4	  11	 158	  90	 148	  63	 204	 143	 191	 122	 162	 119
       1	   1	 205	   4	  10	 160	  90	 147	  63	 203	 142	 192	 122	 160	 115
       1	   1	 207	   5	  17	 153	  93	 153	  68	 200	 145	 189	 124	 161	 122
       1	   1	 220	   3	  22	 142	 105	 160	  76	 200	 150	 190	 119	 153	 107
       1	   1	 215	   3	  17	 149	  98	 154	  70	 201	 145	 190	 119	 156	 112
       1	   1	 202	   6	   7	 167	  88	 139	  63	 204	 138	 195	 121	 160	 111
       1	   1	 213	   2	  19	 144	  95	 159	  67	 200	 148	 186	 124	 160	 120
       1	   1	 211	   3	  19	 146	  98	 161	  70	 200	 150	 185	 120	 157	 109
       1	   1	 223	   2	  29	 132	 107	 164	  78	 185	 151	 180	 123	 145	 105
       1	   1	 228	   2	  45	 111	 122	 179	  89	 163	 160	 168	 127	 134	 104
       1	   1	 226	   1	  43	 111	 117	 177	  83	 163	 158	 165	 128	 139	 114
       1	   1	 213	   3	  17	 149	  96	 155	  68	 201	 145	 185	 118	 159	 113
       1	   1	 198	   6	  13	 162	  87	 142	  61	 200	 140	 195	 127	 169	 136
       1	   1	 200	   5	   9	 163	  86	 144	  60	 203	 140	 190	 123	 163	 118
       1	   1	 219	   2	  23	 139	 101	 162	  71	 198	 149	 182	 119	 157	 114
       1	   1	 231	   1	  44	 111	 120	 173	  83	 184	 160	 178	 119	 149	 109
       1	   1	 229	   0	  55	  94	 125	 180	  84	 152	 164	 161	 132	 139	 122
       1	   1	 224	   1	  42	 111	 113	 168	  78	 151	 153	 162	 130	 140	 123
       1	   1	 197	   6	  13	 162	  87	 142	  61	 201	 141	 195	 127	 170	 137
       1	   1	 204	   4	  11	 159	  89	 149	  63	 203	 144	 190	 124	 162	 117
       1	   1	 214	   2	  18	 145	  96	 157	  67	 200	 148	 186	 122	 158	 116
       1	   1	 220	   1	  33	 123	 106	 172	  73	 178	 151	 170	 128	 154	 133
       1	   1	 217	   1	  34	 121	 105	 176	  73	 177	 156	 168	 131	 155	 135
       1	   1	 201	   3	  13	 154	  85	 151	  55	 200	 139	 177	 121	 170	 131
       1	   1	 200	   5	  14	 158	  86	 149	  61	 199	 139	 184	 125	 167	 133
       1	   1	 205	   4	  15	 155	  93	 149	  66	 202	 146	 193	 122	 165	 124
       1	   1	 209	   3	  13	 154	  92	 152	  65	 203	 144	 188	 122	 161	 116
       1	   1	 215	   2	  19	 144	  96	 158	  67	 200	 145	 185	 122	 160	 121
       1	   1	 215	   2	  22	 139	  98	 162	  68	 198	 148	 180	 121	 159	 117
       1	   1	 193	   5	  10	 163	  80	 143	  52	 199	 135	 178	 120	 172	 129
       1	   1	 211	   3	  19	 147	  94	 156	  67	 199	 144	 185	 124	 161	 125
       1	   1	 220	   2	  23	 138	 103	 163	  73	 197	 151	 185	 121	 155	 113
       1	   1	 222	   2	  27	 133	 106	 163	  76	 186	 151	 180	 122	 145	 104
       1	   1	 219	   2	  23	 139	 103	 162	  73	 198	 150	 183	 119	 155	 109
       1	   1	 217	   2	  22	 139	 101	 159	  71	 188	 147	 178	 121	 148	 104
       1	   1	 208	   3	  14	 152	  91	 153	  62	 201	 141	 181	 118	 164	 118
       1	   1	 222	   2	  26	 136	 106	 165	  76	 197	 151	 184	 119	 152	 107
       1	   1	 223	   3	  44	 114	 115	 176	  84	 163	 156	 167	 132	 141	 124
       1	   1	 231	   2	  43	 114	 121	 171	  86	 175	 158	 176	 120	 139	  98
       1	   1	 222	   2	  26	 135	 106	 164	  75	 197	 151	 183	 119	 153	 108
       1	   1	 219	   3	  22	 141	 101	 155	  71	 188	 143	 182	 122	 149	 107
       1	   1	 220	   3	  24	 138	 104	 160	  75	 188	 147	 179	 119	 146	  99
       1	   1	 192	   9	   8	 177	  85	 127	  61	 203	 132	 201	 121	 169	 128
       1	   1	 209	   5	  17	 155	  94	 150	  67	 202	 137	 186	 118	 163	 121
       1	   1	 220	   3	  22	 142	 104	 155	  74	 189	 143	 181	 117	 147	 100
       1	   1	 209	   5	  15	 158	  94	 145	  68	 201	 137	 191	 118	 162	 120
       1	   1	 204	   6	   9	 168	  91	 134	  63	 205	 135	 199	 117	 165	 118
       1	   1	 210	   6	  12	 162	  96	 145	  70	 204	 140	 195	 116	 155	 102
       2	   2	 120	 196	  24	  96	 238	 193	  35	 137	 105	 219	  98	 152	 104
       2	   2	 126	 202	  21	  92	 239	 187	  33	 139	 102	 218	 107	 161	 106
       2	   2	  94	 173	  37	 113	 233	 215	  56	 131	 115	 223	  99	 157	  80
       2	   2	  78	 157	  49	 128	 227	 225	  63	 123	 128	 221	  87	 149	  75
       2	   2	  48	 125	  83	 151	 198	 229	 111	  97	 167	 187	  81	 122	  52
       2	   2	  52	 129	  77	 151	 205	 230	  99	 102	 162	 196	  79	 130	  59
       2	   2	  75	 153	  53	 132	 224	 224	  67	 118	 132	 220	  86	 143	  71
       2	   2	  93	 172	  38	 115	 233	 215	  53	 129	 116	 224	  92	 152	  84
       2	   2	  88	 167	  41	 116	 230	 217	  63	 128	 119	 223	  99	 157	  77
       2	   2	  85	 164	  44	 122	 231	 220	  59	 126	 122	 224	  95	 156	  78
       2	   2	  65	 144	  62	 135	 215	 227	  90	 115	 142	 210	  93	 146	  65
       2	   2	  73	 151	  55	 132	 221	 222	  76	 114	 134	 217	  92	 145	  65
       2	   2	 107	 184	  30	 110	 241	 205	  34	 133	 113	 226	  91	 153	 101
       2	   2	  68	 145	  66	 141	 212	 214	  83	 100	 151	 197	  85	 127	  62
       2	   2	  43	 119	  89	 156	 194	 231	 118	  95	 175	 181	  79	 123	  52
       2	   2	  42	 118	  90	 157	 193	 231	 119	  94	 175	 179	  79	 121	  49
       2	   2	  61	 139	  68	 142	 211	 224	  92	 104	 150	 206	  86	 132	  62
       2	   2	  34	 110	  99	 161	 186	 234	 134	  92	 186	 164	  79	 122	  44
       2	   2	  52	 130	  77	 149	 204	 229	 103	 102	 160	 197	  80	 128	  59
       2	   2	  49	 127	  80	 151	 202	 230	 106	 100	 164	 194	  79	 126	  56
       2	   2	  65	 143	  63	 139	 215	 225	  84	 109	 144	 211	  86	 136	  64
       2	   2	  85	 164	  44	 122	 230	 220	  57	 125	 122	 225	  90	 150	  81
       2	   2	 101	 179	  33	 106	 234	 208	  57	 133	 110	 224	 111	 168	  85
       2	   2	 133	 209	  20	  73	 226	 173	  62	 142	  99	 209	 129	 169	 104
       2	   2	 125	 197	  27	 108	 241	 187	  16	 135	 120	 213	  85	 150	 121
       2	   2	 125	 197	  28	 108	 241	 185	  22	 133	 123	 219	  85	 151	 129
       2	   2	  46	 122	  86	 155	 196	 228	 114	  94	 172	 182	  79	 120	  51
       2	   2	  38	 114	  94	 159	 189	 232	 126	  93	 181	 173	  79	 121	  47
       2	   2	  52	 129	  78	 150	 203	 228	 104	  99	 162	 195	  80	 125	  58
       2	   2	  28	 102	 108	 166	 179	 237	 147	  91	 198	 149	  78	 125	  43
       2	   2	  54	 132	  75	 147	 206	 228	  99	 103	 157	 200	  83	 130	  58
       2	   2	  88	 167	  42	 118	 231	 218	  62	 127	 120	 224	  98	 156	  79
       2	   2	  62	 140	  66	 142	 213	 225	  87	 107	 147	 208	  85	 133	  62
       2	   2	 110	 188	  27	 101	 238	 201	  43	 133	 106	 219	 103	 155	  87
       2	   2	 122	 199	  22	  90	 236	 188	  48	 139	 102	 221	 118	 170	 101
       2	   2	 112	 189	  27	  93	 234	 198	  59	 138	 105	 219	 118	 171	  90
       2	   2	 166	 229	  24	  81	 222	 143	  25	 145	 119	 195	  98	 140	 149
       2	   2	  97	 175	  36	 116	 236	 212	  44	 129	 116	 227	  89	 150	  89
       2	   2	  62	 140	  67	 143	 212	 224	  87	 105	 150	 206	  85	 133	  62
       2	   2	  62	 139	  68	 145	 213	 226	  85	 106	 150	 207	  82	 135	  63
       2	   2	  57	 135	  72	 146	 209	 226	  92	 102	 155	 203	  79	 125	  61
       2	   2	  38	 114	  95	 160	 190	 232	 127	  92	 182	 171	  79	 123	  47
       2	   2	  33	 108	 101	 163	 185	 234	 136	  91	 189	 160	  79	 123	  44
