
       1	   1	 118	  89	 127	 213
       1	   1	 119	  99	 128	 210
       1	   1	 120	  91	 126	 208
       1	   1	 121	  83	 127	 206
       1	   1	 121	  97	 126	 207
       1	   1	 122	  85	 124	 211
       1	   1	 123	  86	 121	 211
       1	   1	 121	  90	 124	 207
       1	   1	 125	  76	 118	 207
       1	   1	 129	  66	 104	 209
       1	   1	 115	  94	 135	 217
       1	   1	 116	  89	 131	 213
       1	   1	 117	  93	 130	 213
       1	   1	 117	  90	 132	 213
       1	   1	 118	  89	 131	 210
       1	   1	 121	  91	 128	 208
       1	   1	 121	  85	 128	 207
       1	   1	 120	  88	 126	 208
       1	   1	 123	  69	 122	 206
       1	   1	 130	  69	 104	 206
       1	   1	 113	  93	 135	 218
       1	   1	 116	  99	 130	 217
       1	   1	 118	  88	 126	 214
       1	   1	 119	  90	 125	 212
       1	   1	 121	  88	 126	 209
       1	   1	 121	  78	 131	 209
       1	   1	 121	  83	 128	 209
       1	   1	 122	  89	 125	 210
       1	   1	 123	  83	 120	 212
       1	   1	 127	  68	 107	 208
       1	   1	 113	  97	 136	 216
       1	   1	 113	  92	 135	 219
       1	   1	 115	  94	 132	 217
       1	   1	 116	  90	 130	 211
       1	   1	 120	  86	 127	 209
       1	   1	 122	  97	 128	 206
       1	   1	 124	  86	 125	 201
       1	   1	 122	  95	 129	 205
       1	   1	 123	  82	 125	 207
       1	   1	 128	  74	 109	 208
       1	   1	 119	  97	 133	 210
       1	   1	 117	  91	 133	 212
       1	   1	 116	  93	 133	 214
       1	   1	 117	  88	 135	 216
       1	   1	 118	  87	 131	 208
       1	   1	 120	  89	 128	 209
       1	   1	 121	 100	 126	 207
       1	   1	 122	  84	 126	 205
       1	   1	 124	  85	 122	 206
       1	   1	 132	  78	 102	 207
       1	   1	 121	  93	 130	 205
       1	   1	 120	  90	 127	 207
       1	   1	 119	 100	 131	 209
       1	   1	 118	  97	 129	 211
       1	   1	 121	  95	 125	 205
       1	   1	 122	  94	 123	 205
       1	   1	 123	  88	 123	 206
       1	   1	 123	  87	 123	 207
       1	   1	 124	  81	 120	 206
       1	   1	 127	  80	 115	 201
       2	   2	 121	 115	 139	 181
       2	   2	 126	 106	 133	 175
       2	   2	 130	 116	 129	 168
       2	   2	 120	 124	 143	 175
       2	   2	 116	 119	 149	 177
       2	   2	 122	 120	 140	 182
       2	   2	 132	 108	 129	 169
       2	   2	 127	 104	 130	 175
       2	   2	 130	 110	 127	 170
       2	   2	 122	 118	 138	 179
       2	   2	 116	 112	 144	 183
       2	   2	 114	 124	 150	 183
       2	   2	 114	 115	 151	 182
       2	   2	 123	 112	 142	 182
       2	   2	 125	 104	 132	 172
       2	   2	 122	 106	 135	 174
       2	   2	 122	 114	 134	 174
       2	   2	 121	 122	 138	 179
       2	   2	 117	 115	 143	 185
       2	   2	 118	 114	 146	 184
       2	   2	 122	 118	 142	 184
       2	   2	 122	 105	 136	 177
       2	   2	 115	 123	 144	 181
       2	   2	 118	 116	 141	 179
       2	   2	 121	 123	 139	 179
