
       1	   1	  69	 134	 206	 130
       1	   1	  58	 143	 206	 132
       1	   1	  59	 140	 206	 129
       1	   1	  56	 145	 203	 129
       1	   1	  58	 146	 202	 131
       1	   1	  52	 154	 199	 135
       1	   1	  49	 152	 201	 133
       1	   1	  55	 141	 207	 132
       1	   1	  63	 130	 208	 124
       1	   1	  63	 147	 192	 121
       1	   1	  67	 146	 187	 116
       1	   1	  70	 146	 186	 116
       1	   1	  81	 135	 186	 112
       1	   1	  76	 134	 189	 110
       1	   1	  82	 133	 187	 111
       1	   1	  76	 128	 192	 110
       1	   1	  73	 123	 200	 114
       1	   1	  79	 120	 194	 108
       1	   1	 107	 100	 173	  99
       1	   1	  38	  62	 188	  89
       1	   1	  43	 109	 218	 106
       1	   1	  57	 149	 187	 113
       1	   1	  53	 155	 191	 123
       1	   1	  72	 132	 198	 118
       1	   1	  66	 148	 191	 122
       1	   1	  70	 146	 190	 123
       1	   1	  74	 146	 186	 118
       1	   1	  72	 147	 185	 116
       1	   1	  68	 146	 187	 117
       1	   1	  70	 144	 187	 115
       1	   1	  78	 139	 184	 112
       1	   1	  84	 143	 178	 108
       1	   1	  85	 143	 176	 108
       1	   1	  81	 145	 178	 109
       1	   1	  76	 144	 182	 110
       1	   1	  78	 140	 182	 109
       1	   1	  77	 148	 178	 110
       1	   1	  70	 153	 179	 112
       1	   1	  69	 151	 181	 114
       1	   1	  58	 150	 190	 117
       1	   1	  57	 143	 193	 113
       1	   1	  96	  95	 179	  98
       1	   1	  20	  34	 175	  85
       1	   1	  35	  86	 233	 102
       1	   1	  51	 148	 193	 114
       1	   1	  57	 150	 190	 117
       1	   1	  67	 141	 189	 114
       1	   1	  64	 151	 187	 120
       1	   1	  66	 148	 189	 120
       1	   1	  78	 148	 182	 118
       1	   1	  68	 156	 182	 121
       1	   1	  60	 157	 186	 123
       1	   1	  69	 148	 187	 118
       1	   1	  75	 139	 184	 109
       1	   1	  78	 142	 182	 109
       1	   1	  77	 142	 182	 110
       1	   1	  78	 144	 179	 108
       1	   1	  80	 146	 177	 107
       1	   1	  86	 143	 175	 105
       1	   1	  83	 147	 174	 105
       1	   1	  77	 148	 178	 109
       1	   1	  73	 149	 180	 111
